date,tcn,tcr,ipc,ipc_nvolatil,tpm,ror2,ror10,ror5,ror2uf,ror10uf,ror5uf,m1,m2,m3,ipsa,col,colcons,colviv,colcom,imacec,imacecdes,exp,imp,impk,reserv,lf,empl,unem,ind,indmin,indmanu,indega,genera,ivcm,cobre,oil,spread,tbill10,rem_index
1/1/2010,500.66,89.75,0.5,-0.1,0.5,3.22,6.39,5.32,1.71,3.19,2.61,"13,781","55,381","90,409","3,809.00","96,152","11,064","22,866","55,361",80.3,83.1,"5,067","3,887",863,"24,946",,,,85.5,83.6,87.6,,"4,883.80",,3.4,78.4,107.9,3.7,
1/2/2010,532.56,94.26,0.3,0.2,0.5,3.73,6.4,5.39,1.13,3.11,2.23,"13,876","55,821","91,188","3,827.40","96,200","11,053","22,953","55,518",77.6,84.1,"5,004","3,665",720,"24,922",,,,81.5,78.4,85.9,,"4,385.90",,3.1,76.4,132.2,3.7,
1/3/2010,523.16,93.32,0.1,0.3,0.5,3.54,6.47,5.46,0.6,3.12,2.12,"14,205","56,475","92,580","3,763.10","96,164","11,117","23,080","55,266",84.9,80.6,"5,544","4,213",797,"25,631","7,883.70","7,156.20",9.2,85.9,89.3,82.5,,"4,528.20",,3.4,81.3,128,3.7,
1/4/2010,520.62,93,0.5,0,0.5,3.71,6.47,5.66,0.76,3.12,2.27,"14,334","56,897","93,520","3,865.50","96,692","11,221","23,118","55,418",86.9,85.4,"5,361","4,224",943,"25,523","7,896.50","7,198.80",8.8,89.3,89.8,90.9,,"4,608.00",,3.5,84.5,111,3.8,
1/5/2010,533.21,93.61,0.4,-0.1,0.5,3.89,6.36,5.61,1.17,2.98,2.28,"15,027","57,758","94,621","3,886.90","97,398","11,199","23,318","55,599",86.6,85,"5,674","4,556",834,"24,861","7,899.80","7,181.90",9.1,88.3,86,92.7,,"4,844.70",,3.1,73.7,140.2,3.4,
1/6/2010,536.67,93.59,0,0.1,0.74,4.08,6.37,5.66,1.18,2.99,2.38,"15,322","57,634","94,823","4,065.30","98,442","11,268","23,648","55,962",85.7,85.9,"5,364","4,249",877,"25,175","7,905.90","7,221.60",8.7,90.3,92.4,89.1,,"4,897.50",,2.9,75.4,154.4,3.2,
1/7/2010,531.72,93.72,0.6,0,1.24,4.52,6.26,5.7,1.26,2.86,2.34,"15,145","57,204","93,691","4,364.20","97,305","11,300","23,675","55,171",82.9,87.1,"6,006","4,963","1,017","25,826","7,931.60","7,256.50",8.5,91.3,91.4,92.2,,"5,100.20",,3.1,76.4,138,3,
1/8/2010,509.32,90.91,-0.1,0.2,1.8,4.81,5.98,5.67,1.3,2.7,2.28,"15,126","57,160","93,615","4,525.00","98,063","11,477","24,017","55,490",86.4,87.3,"6,323","4,974",944,"25,221","7,960.80","7,289.20",8.4,93.3,93.7,95,,"5,086.50",,3.3,76.6,132.7,2.7,
1/9/2010,493.93,88.72,0.4,0.3,2.2,4.75,5.96,5.6,1.82,2.84,2.49,"15,649","57,638","95,532","4,795.40","98,155","11,530","24,137","55,676",83.8,87.7,"6,140","4,774",930,"26,446","8,042.90","7,389.50",8.1,88,89.4,87.9,,"4,778.40",,3.5,75.3,133.5,2.6,
1/10/2010,484.04,89.07,0.1,0.1,2.64,4.91,6.1,5.73,2.09,3.09,2.72,"15,449","58,105","96,875","4,912.50","99,618","11,661","24,390","56,266",88.7,87.8,"6,343","5,216","1,084","26,473","8,043.00","7,414.40",7.8,93.9,93.2,97.4,,"5,000.60",,3.8,81.9,133.2,2.5,
1/11/2010,482.32,88.91,0.1,-0.1,2.87,4.88,6.17,5.77,1.97,2.99,2.65,"15,348","58,706","98,471","4,957.00","100,408","11,841","24,600","56,523",92.6,89.1,"6,522","5,168","1,124","26,006","8,087.40","7,503.10",7.2,94.7,93.7,98.4,,"4,996.50",,3.8,84.2,123.5,2.7,
1/12/2010,474.78,87.4,0.1,0,3.12,5.1,6.11,5.77,2.13,2.91,2.66,"16,105","60,000","100,198","4,927.50","100,833","11,989","24,871","57,227",95.7,88.5,"7,761","5,327","1,182","27,864","8,160.70","7,572.30",7.2,98.5,99.8,98.7,,"5,226.20",,4.1,89.2,115.8,3.3,
1/1/2011,489.44,91.47,0.3,0.1,3.25,5.7,6.56,6.17,1.71,3.18,2.77,"16,486","60,852","102,276","4,673.10","102,197","12,115","24,955","57,474",86.8,89.3,"6,490","4,831",988,"26,977","8,227.80","7,615.50",7.4,92.8,91.5,94.7,,"5,201.80",,4.3,89.4,116.4,3.4,
1/2/2011,475.69,90.01,0.2,0.2,3.34,5.87,6.87,6.6,1.58,3.16,2.65,"16,098","60,641","103,135","4,444.60","102,730","12,220","25,092","57,564",82.7,89.3,"6,004","4,997","1,056","28,450","8,233.90","7,621.00",7.4,82.9,75.9,91.9,,"4,729.50",,4.5,89.5,113.9,3.6,
1/3/2011,479.65,91.34,0.8,0.6,3.72,5.86,6.58,6.46,1.6,2.92,2.43,"16,027","61,286","103,823","4,624.50","103,563","12,396","25,152","57,855",95.6,90.2,"7,719","6,177","1,211","31,481","8,246.40","7,623.90",7.5,97.9,91,108.9,,"5,277.70",,4.3,102.9,114.3,3.4,
1/4/2011,471.32,91.29,0.3,0.2,4.3,6.04,6.42,6.35,1.89,2.87,2.47,"16,302","62,565","105,261","4,822.50","104,573","12,565","25,347","58,444",92.1,90.9,"7,265","5,582","1,065","31,943","8,250.00","7,655.10",7.2,91.5,88.8,96.5,,"4,971.00",,4.3,110,120.2,3.4,
1/5/2011,467.73,90.52,0.4,0.3,4.8,6.01,6.28,6.22,2.33,2.89,2.61,"16,580","63,986","107,005","4,847.90","106,048","12,594","25,505","59,225",93.3,90.8,"7,408","5,979","1,095","32,770","8,269.60","7,665.50",7.3,93.7,89.8,100,,"5,229.20",,4,101.3,127.1,3.2,
1/6/2011,469.41,91.02,0.2,0,5.13,5.99,6.27,6.19,2.45,2.91,2.62,"16,707","65,132","108,757","4,795.30","106,503","12,717","25,760","59,523",90.3,90.8,"6,697","5,908","1,098","34,884","8,296.90","7,698.50",7.2,91,88.3,95.9,,"5,072.90",,4.1,96.3,136,3,
1/7/2011,462.94,90.32,0.1,0.1,5.25,5.99,6.18,6.1,2.69,2.91,2.73,"16,299","65,635","109,988","4,426.00","107,145","12,850","25,958","59,646",86.2,90.8,"6,387","6,108","1,122","34,481","8,285.20","7,659.40",7.6,86.2,78.4,96.3,,"5,156.70",,4.4,97.3,129.1,3,
1/8/2011,466.79,90.94,0.2,0.1,5.25,5.41,5.57,5.49,2.64,2.62,2.57,"16,532","67,225","112,058","4,288.40","108,266","13,045","26,131","60,095",90.1,91.3,"6,348","6,464","1,215","36,366","8,308.50","7,684.20",7.5,92.8,88.8,99.4,,"5,273.40",,4.1,86.3,147.3,2.3,
1/9/2011,483.69,92.15,0.5,0.2,5.25,4.88,5.05,4.93,2.11,2.24,2,"16,812","68,816","114,896","3,888.60","110,773","13,101","26,206","61,324",87.5,91.4,"6,541","6,357","1,285","37,840","8,323.20","7,688.40",7.6,92.4,91.1,96.4,,"4,981.50",,3.8,85.6,172.5,2,
1/10/2011,511.74,95.94,0.5,0.2,5.25,4.7,5.1,4.83,2.08,2.35,2.04,"16,918","70,040","117,611","4,327.30","110,941","13,187","26,323","61,880",92.7,92.2,"6,680","5,771","1,240","38,680","8,322.00","7,703.10",7.4,96.6,96.4,99.1,,"5,258.50",,3.3,86.4,167.7,2.1,
1/11/2011,508.44,95,0.3,0.1,5.25,5,5.46,5.21,2.48,2.72,2.5,"16,806","70,916","119,077","4,161.30","112,627","13,454","26,566","62,695",96.1,92.4,"6,751","6,437","1,531","38,793","8,327.40","7,716.90",7.3,97.5,94.9,103.1,,"5,262.40",,3.4,97.1,158.4,2,
1/12/2011,517.17,95.03,0.6,0.3,5.25,4.94,5.29,5.04,2.56,2.6,2.47,"18,009","73,142","121,196","4,177.50","112,910","13,514","26,767","63,332",101.6,94.1,"7,148","6,053","1,446","41,979","8,356.40","7,786.90",6.8,103.8,105.2,103.9,,"5,595.00",,3.4,98.6,160.7,2,
1/1/2012,501.34,92.85,0.1,0.4,5.1,4.8,5.07,4.93,2.15,2.38,2.19,"18,188","73,854","123,068","4,260.80","113,149","13,626","26,996","63,910",91.1,93.8,"6,466","5,607",994,"39,210","8,391.70","7,816.60",6.9,93.9,90,97.7,,"5,580.20",,3.6,100.3,164.2,1.9,
1/2/2012,481.49,90.14,0.4,0.3,5,5.07,5.29,5.14,2.07,2.36,2.17,"17,736","73,384","123,238","4,535.60","113,597","13,690","27,114","64,088",88,94.5,"6,331","5,529","1,010","39,325","8,424.00","7,874.10",6.5,90.2,84.5,96.6,,"5,289.10",,3.8,102.2,158,2,
1/3/2012,485.4,90.73,0.2,0.5,5,5.49,5.79,5.61,2.11,2.57,2.35,"17,863","74,095","124,413","4,671.30","115,455","13,848","27,350","65,174",99.7,95.2,"7,067","6,047","1,171","39,551","8,416.90","7,844.80",6.8,100.1,92.6,110.5,,"5,671.20",,3.8,106.2,150.3,2.2,
1/4/2012,486,90.6,0.1,0.3,5,5.53,5.82,5.71,2.41,2.58,2.45,"18,270","75,792","126,462","4,585.80","116,720","13,965","27,571","65,832",97,95.8,"6,568","5,730","1,067","38,770","8,420.00","7,850.50",6.8,95.3,92.1,100.7,,"5,206.60",,3.7,103.3,159.1,2,
1/5/2012,497.09,91.3,0,0,5,5.24,5.51,5.43,2.42,2.44,2.32,"18,739","77,722","128,497","4,318.20","119,474","14,040","27,777","67,249",98.1,95.8,"6,420","6,580","1,226","38,302","8,423.00","7,838.30",6.9,97.6,93.8,103.9,,"5,478.00",,3.6,94.7,167.5,1.8,
1/6/2012,505.63,91.81,-0.3,0.1,5,5.04,5.35,5.23,2.52,2.46,2.37,"18,430","79,079","129,315","4,400.10","120,694","14,176","28,100","68,296",95.8,96.2,"6,763","5,745","1,217","40,344","8,388.40","7,819.50",6.8,94.4,92.7,97.6,,"5,443.90",,3.4,82.4,176.7,1.6,
1/7/2012,491.93,89.65,0,0.1,5,5,5.21,5.15,2.8,2.5,2.44,"18,340","79,813","129,534","4,227.60","120,673","14,290","28,211","68,286",91.7,96.7,"5,934","6,277","1,475","38,446","8,367.10","7,809.50",6.7,91.2,86.6,97.2,,"5,483.40",,3.4,87.9,168.2,1.5,
1/8/2012,480.99,88.43,0.2,0.1,5,5.2,5.32,5.29,2.51,2.42,2.31,"17,808","79,416","129,232","4,155.70","121,156","14,456","28,347","68,173",96,96.8,"5,780","7,107","1,935","38,419","8,356.30","7,809.90",6.5,98.2,94.9,104.1,,"5,610.30",,3.4,94.1,142,1.7,
1/9/2012,474.97,87.83,0.8,0.4,5,5.23,5.35,5.33,2.35,2.34,2.3,"18,639","80,533","130,293","4,230.40","120,969","14,436","28,334","68,306",90.9,96.2,"5,693","6,091","1,456","40,107","8,428.30","7,874.10",6.6,92.5,94.8,90.7,,"5,176.90",,3.7,94.5,137.1,1.7,
1/10/2012,475.36,87.48,0.6,0.2,5,5.26,5.41,5.37,2.47,2.38,2.34,"18,313","80,694","130,622","4,266.40","121,534","14,509","28,520","68,732",98.8,96.7,"7,368","7,866","2,173","38,943","8,455.50","7,889.40",6.7,101.4,98.1,107.9,,"5,562.80",,3.7,89.5,127,1.7,
1/11/2012,480.57,88.33,-0.5,0.1,5,5.41,5.48,5.45,2.72,2.48,2.48,"18,272","80,838","131,432","4,140.00","123,868","14,746","29,038","70,245",101.2,97.4,"6,546","6,222","1,642","39,719","8,462.80","7,924.60",6.4,100.2,98.5,104.4,,"5,442.20",,3.5,86.7,136.3,1.6,
1/12/2012,477.13,88.16,0,0.2,5,5.48,5.51,5.51,2.92,2.54,2.6,"19,598","81,917","132,073","4,301.40","125,033","14,855","29,262","71,217",105.1,97.6,"7,127","6,653","1,802","41,649","8,480.10","7,952.30",6.2,102.1,103.4,101.2,,"5,666.10",,3.6,88.2,122.4,1.7,
1/1/2013,472.67,87.58,0.2,0.3,5,5.57,5.62,5.61,2.83,2.65,2.69,"20,114","82,613","133,382","4,552.40","124,891","14,945","29,387","71,009",95.6,98.4,"6,822","6,643","1,513","39,954","8,520.00","7,998.60",6.1,99.9,97.2,103,,"5,821.70",,3.7,94.7,114.8,1.9,
1/2/2013,472.34,87.71,0.1,0.1,5,5.54,5.67,5.64,2.59,2.66,2.69,"19,636","82,644","134,035","4,558.50","125,668","15,001","29,602","71,417",90.5,98,"5,576","5,786","1,295","39,330","8,535.70","7,993.30",6.4,92.5,86.9,99.2,,"5,324.50",,3.7,95.3,133.3,2,
1/3/2013,472.48,86.59,0.4,0.6,5,5.47,5.6,5.56,2.59,2.57,2.59,"19,926","83,773","135,477","4,432.10","126,462","15,127","29,773","71,732",102.7,98.7,"6,189","5,696","1,303","39,832","8,539.40","7,990.70",6.4,102.8,98.9,108.4,,"5,804.80",,3.5,92.9,144.6,1.9,
1/4/2013,472.14,86.78,-0.5,0.2,5,5.26,5.28,5.28,2.76,2.43,2.47,"19,992","84,623","137,220","4,292.10","127,927","15,350","30,207","72,213",101.7,99.3,"6,773","6,397","1,544","41,227","8,580.10","8,019.10",6.5,96.8,91.4,104.5,,"5,448.20",,3.3,92,144.3,1.7,
1/5/2013,479.58,87.8,0,0,5,5.04,5.17,5.14,2.74,2.38,2.4,"20,371","86,027","139,747","4,191.30","129,912","15,407","30,347","73,157",101.7,99.5,"7,021","6,687","1,543","40,148","8,579.50","8,018.30",6.5,97.8,96.7,99.5,,"5,689.20",,3.3,94.8,137.3,1.9,
1/6/2013,502.89,91.32,0.6,0,5,4.9,5.28,5.2,2.28,2.34,2.26,"20,774","87,505","141,584","4,029.70","130,177","15,395","30,359","73,333",99.8,100.9,"6,349","5,771","1,309","41,003","8,538.80","8,004.20",6.3,96.7,98.2,95,,"5,659.50",,3.2,95.8,177.1,2.3,
1/7/2013,504.96,90.93,0.3,0.1,5,4.89,5.29,5.18,2.14,2.28,2.23,"20,849","88,055","142,798","3,732.50","130,886","15,453","30,597","73,449",96.4,101,"6,429","6,562","1,706","40,083","8,486.10","7,986.80",5.9,100.1,99,102.1,,"5,863.30",,3.1,104.7,169.2,2.6,
1/8/2013,512.59,92.43,0.2,0.2,5,4.89,5.27,5.14,2.1,2.27,2.2,"20,445","88,418","144,674","3,628.70","131,765","15,598","30,827","74,090",99.3,100.7,"6,421","6,727","1,536","40,679","8,506.10","8,008.60",5.8,101,100.7,102.5,,"5,819.20",,3.3,106.6,171.2,2.7,
1/9/2013,504.57,90.92,0.5,0.5,5,5.01,5.27,5.16,2.11,2.28,2.21,"21,104","89,286","146,271","3,823.90","131,278","15,588","30,953","74,104",95.1,100.6,"5,841","5,824","1,296","42,303","8,509.50","8,010.80",5.9,95.4,99.9,90.2,,"5,406.80",,3.2,106.3,173,2.8,
1/10/2013,500.81,90.93,0.1,0.4,4.9,4.79,5.16,4.96,2.22,2.25,2.22,"20,401","88,576","145,673","3,912.40","132,000","15,754","31,268","74,468",102.7,100.9,"6,987","6,695","1,387","40,817","8,537.80","8,029.60",6,104.1,104.9,104.8,,"5,775.80",,3.3,100.5,162.3,2.6,
1/11/2013,519.25,92.96,0.4,0.1,4.65,4.49,4.96,4.64,2.11,2.13,2.02,"20,803","89,381","146,668","3,789.10","133,918","15,903","31,424","75,804",105.8,101.5,"6,068","6,032","1,326","39,903","8,569.70","8,067.10",5.9,104.1,106.1,103.5,,"5,602.90",,3.2,93.9,163.8,2.7,
1/12/2013,529.45,94.26,0.6,0.3,4.5,4.59,5.14,4.85,1.9,2.14,2.03,"22,112","91,030","147,441","3,699.20","133,619","15,920","31,629","75,934",108.7,100.4,"6,295","5,934","1,211","41,094","8,649.50","8,149.40",5.8,105,107.9,101.8,,"5,904.00",,3.3,97.9,158.9,2.9,
1/1/2014,537.03,95.32,0.2,0.3,4.5,4.44,5.06,4.75,1.79,2.09,1.92,"22,354","92,053","148,011","3,439.40","135,102","16,078","32,016","76,532",97.7,100.6,"5,491","6,082","1,173","40,002","8,714.00","8,171.00",6.2,98.5,95.2,100.5,103.7,"5,861.00",94,3.3,94.9,155.2,2.8,
1/2/2014,554.41,98.09,0.5,0.3,4.4,4.33,5,4.83,1.64,2.04,1.83,"22,108","92,453","150,431","3,718.90","135,075","16,081","32,207","76,309",93.6,101.4,"6,189","5,398","1,083","39,977","8,743.70","8,202.90",6.2,93.9,91.6,95.4,97.4,"5,339.80",91.2,3.2,100.7,159.3,2.7,
1/3/2014,563.84,99.29,0.8,1.1,4.11,4.15,5.02,4.86,1.26,1.99,1.71,"22,174","92,478","151,211","3,772.80","133,721","16,087","32,358","75,175",105.8,101.2,"7,292","5,651","1,282","40,970","8,722.90","8,156.20",6.5,103.1,98.7,107,104.9,"5,937.40",101.4,3,100.6,149.1,2.7,
1/4/2014,554.64,97.64,0.6,0.8,4,3.92,4.91,4.72,1.22,1.89,1.68,"22,599","92,485","151,795","3,909.60","134,069","16,130","32,641","74,858",103.1,101.4,"6,670","5,832","1,167","40,283","8,716.90","8,181.30",6.1,100,96.3,103.9,99.2,"5,592.90",95.3,3,102.1,138,2.7,
1/5/2014,555.4,97.62,0.3,0.4,4,3.98,4.96,4.73,1.15,1.9,1.61,"22,915","92,409","153,728","3,903.80","134,411","16,107","32,960","75,033",103.7,102,"6,906","5,441","1,131","40,904","8,706.60","8,156.00",6.3,102.6,104.4,101.2,101.1,"5,863.00",99.8,3.1,101.9,135.7,2.6,
1/6/2014,553.06,96.93,0.1,0.2,4,3.89,4.86,4.55,1.36,1.83,1.67,"23,133","92,654","154,917","3,875.70","134,879","16,134","33,326","75,458",100.8,101.4,"6,125","5,683","1,295","41,088","8,686.60","8,120.40",6.5,99.2,101.5,96.8,99.9,"5,877.20",94.6,3.1,105.2,122.3,2.6,
1/7/2014,558.21,97.85,0.2,0.1,3.88,3.64,4.66,4.29,1.41,1.77,1.57,"22,930","93,412","155,669","3,875.40","135,628","16,201","33,534","75,606",96.8,101.4,"6,258","6,083","1,205","40,369","8,655.80","8,085.00",6.6,98.7,98.1,98.8,101.3,"5,990.40",96.5,3.2,102.9,124.4,2.5,
1/8/2014,579.05,100.52,0.3,0.2,3.63,3.28,4.34,3.99,0.96,1.4,1.26,"22,620","93,790","157,130","3,996.60","136,669","16,278","33,795","76,353",99.5,101.3,"5,858","5,643","1,167","40,297","8,633.90","8,044.50",6.8,97.9,98.5,97.1,98.6,"5,934.00",100,3.2,96.4,129.7,2.4,
1/9/2014,593.47,101.05,0.8,0.6,3.36,3.07,4.59,4.28,0.54,1.55,1.25,"23,250","94,376","158,580","3,943.60","136,499","16,224","33,932","76,170",97.4,101.9,"5,776","5,441","1,090","40,087","8,675.20","8,088.70",6.8,96,99.8,92.6,94.1,"5,638.10",94.7,3.1,93.2,126.2,2.5,
1/10/2014,589.98,97.9,1,0.6,3.14,3.34,4.63,4.2,0.86,1.59,1.32,"22,821","94,671","158,496","3,851.00","135,708","16,187","34,118","75,728",104.6,102.8,"6,073","5,774","1,069","39,814","8,709.60","8,137.90",6.6,104.1,104.9,104.4,99,"5,967.40",99.9,3.1,84.4,149.8,2.3,
1/11/2014,592.46,96.78,0,0.2,3,3.21,4.44,4.05,1.29,1.54,1.36,"23,962","97,304","160,754","3,991.80","138,821","16,347","34,710","77,695",106.9,102.6,"5,588","5,337","1,351","39,911","8,751.60","8,207.70",6.2,100.3,101.1,99.9,98.8,"5,834.30",99.3,3,75.8,150.6,2.3,
1/12/2014,612.92,98.6,-0.4,0.1,3,3.04,4.36,3.91,1.67,1.5,1.37,"25,491","99,721","163,860","3,851.00","140,129","16,492","35,284","78,498",111.3,102.6,"6,838","6,233","1,581","40,447","8,795.40","8,249.60",6.2,105.7,109.8,102.4,102.1,"6,071.50",133.4,2.9,59.3,171.9,2.2,
1/1/2015,620.91,97.98,0.1,0.5,3,3.01,4.18,3.77,1.34,1.4,1.29,"25,415","99,951","164,579","3,836.70","141,310","16,557","35,437","78,682",100.3,103.3,"5,980","5,041",970,"39,957","8,807.60","8,259.20",6.2,101.4,103.1,98.7,106,"6,160.90",97.4,2.6,47.3,186.3,1.9,
1/2/2015,623.62,97.12,0.4,0.4,3,3.26,4.2,3.88,0.66,1.24,1.03,"25,336","99,650","165,632","3,983.70","140,271","16,559","35,535","78,023",95.5,102.9,"5,122","4,501","1,013","38,032","8,810.70","8,263.10",6.2,94.2,91.6,95.5,99.4,"5,568.40",93.4,2.6,50.6,168.3,2,
1/3/2015,628.5,95.69,0.6,1,3,3.56,4.34,4.08,0.43,1.23,0.91,"25,086","99,452","165,547","3,916.90","139,937","16,569","35,745","77,503",108.1,102.6,"6,002","5,135","1,045","38,427","8,779.00","8,232.20",6.2,103.5,97.7,108.4,107.5,"6,050.00",103,2.7,47.8,156.1,2,
1/4/2015,614.73,93.48,0.6,0.7,3,3.65,4.49,4.22,0.65,1.36,1.06,"25,477","100,668","166,719","4,043.50","139,853","16,583","36,074","77,147",106,104.3,"5,801","4,746","1,136","38,819","8,788.90","8,230.30",6.4,100,96,103.5,101.4,"5,703.00",98.9,2.7,54.4,152.6,1.9,
1/5/2015,607.6,92.96,0.2,0.3,3,3.66,4.56,4.24,0.8,1.54,1.19,"25,957","101,525","169,444","4,045.60","141,527","16,384","36,516","78,264",105.3,104,"4,988","4,271",861,"38,723","8,806.40","8,211.80",6.8,101.5,102.1,100.3,104,"5,946.90",101.8,2.9,59.3,143.1,2.2,
1/6/2015,629.99,95.61,0.5,0.2,3,3.45,4.65,4.21,0.71,1.64,1.2,"26,465","102,449","170,841","3,897.10","141,588","16,348","36,758","78,151",103.6,104.7,"5,298","4,733",962,"38,179","8,802.80","8,215.60",6.7,101.4,104.2,98.3,103.5,"6,014.10",98,2.6,59.8,150.8,2.4,
1/7/2015,650.14,97.33,0.4,0.3,3,3.37,4.55,4.05,0.49,1.51,0.98,"26,303","104,123","174,575","3,870.40","142,961","16,443","37,039","78,745",99.2,104.1,"4,939","5,325","1,145","38,181","8,810.40","8,220.80",6.7,99.2,95.7,101.1,105.4,"6,166.50",98.6,2.5,50.9,167.8,2.3,
1/8/2015,688.12,100.34,0.7,0.4,3,3.58,4.51,4.06,0.32,1.44,0.88,"26,207","105,739","177,911","3,840.20","143,400","16,432","37,212","78,803",101.3,103.1,"4,655","5,024","1,170","38,403","8,829.10","8,250.10",6.6,95.2,92.8,95.9,102.1,"6,071.30",101,2.3,42.9,194.2,2.2,
1/9/2015,691.73,99.3,0.5,0.4,3,3.9,4.61,4.2,0.49,1.55,1.08,"26,479","106,621","179,231","3,685.20","144,668","16,463","37,581","79,930",100.1,104.6,"4,641","5,041","1,285","38,245","8,883.40","8,302.00",6.5,99.1,101.3,97,98.5,"5,794.50",97.8,2.4,45.5,216,2.2,
1/10/2015,685.31,98.3,0.4,0.5,3.13,3.87,4.47,4.18,0.83,1.46,1.17,"26,227","107,498","181,191","3,828.00","145,017","16,541","37,947","80,121",106.2,105.1,"4,703","5,144","1,205","38,593","8,884.70","8,312.10",6.4,104.2,105,104.1,102,"6,096.20",100.7,2.4,46.2,221.3,2.1,
1/11/2015,704,99.88,0,0.1,3.25,3.99,4.57,4.32,1.12,1.57,1.3,"26,673","108,937","183,273","3,655.30","146,971","16,724","38,469","81,244",109.7,104.7,"4,800","4,540","1,043","38,459","8,909.40","8,359.30",6.2,101,99.9,102.7,97.6,"5,923.90",104,2.2,42.7,220.6,2.3,
1/12/2015,704.24,98.44,0,0.1,3.35,4.14,4.63,4.4,1.15,1.59,1.36,"28,210","110,721","183,844","3,680.20","148,148","16,906","38,901","82,035",114.2,104.9,"5,105","5,107","1,494","38,643","8,954.10","8,428.50",5.9,104.9,106.9,103.4,103,"6,209.60",134.8,2.1,37.2,250,2.2,
1/1/2016,721.95,98.53,0.5,0.3,3.5,4.13,4.56,4.31,0.93,1.55,1.23,"28,819","111,897","184,220","3,705.90","148,223","16,932","38,981","81,949",101.7,105.1,"5,099","4,258","1,113","38,459","8,983.70","8,452.10",5.9,97,94.6,96.9,107.2,"6,182.40",100.1,2,31.5,272.7,2.1,
1/2/2016,704.08,96.52,0.3,0.4,3.5,4,4.45,4.22,0.81,1.4,1.09,"28,336","111,882","185,252","3,715.80","148,329","16,977","39,206","81,775",99.8,105.8,"4,802","4,024","1,002","38,255","8,958.80","8,417.10",6,96.9,92.6,99.4,104.1,"5,976.80",99.7,2.1,30.4,278.8,1.8,
